,user,prediction
95750,149,
95751,118,
95754,405,
95756,67,
95757,275,
95759,410,
95763,36,
95764,580,
95770,76,
95773,1877,
95774,329,
95777,330,
95781,355,
95784,512,
95791,306,
95794,163,
95803,61,
95804,531,
95807,324,
95812,438,
95813,524,
95814,403,
95815,267,
95818,261,
95819,82,
95822,528,
95823,550,
95825,608,
95827,592,
95829,303,
95830,188,
95831,110,
95838,99,
95839,302,
95847,588,
95849,81,
95850,183,
95854,587,
95856,330,
95857,599,
95860,308,
95861,139,
95863,402,
95865,339,
95866,120,
95873,327,
95877,502,
95879,107,
95880,202,
95881,231,
95882,538,
95885,498,
95888,307,
95889,326,
95890,537,
95891,173,
95892,4,
95894,549,
95895,238,
95896,624,
95899,524,
95901,102,
95902,2980,
95903,245,
95904,591,
95908,62,
95910,482,
95911,29,
95912,528,
95913,558,
95914,335,
95917,334,
95920,170,
95922,204,
95925,424,
95926,123,
95927,2,
95928,529,
95930,302,
95938,451,
95939,53,
95940,321,
95942,34,
95948,329,
95951,548,
95953,409,
95957,601,
95958,372,
95959,319,
95960,190,
95961,225,
95964,416,
95965,305,
95966,355,
95976,182,
95977,442,
95979,474,
95982,429,
95984,169,
95985,139,
95989,306,
95993,48,
95994,5,
95995,163,
95999,257,
96003,15,
96008,590,
96010,127,
96011,461,
96015,175,
96019,2947,
96020,456,
96024,307,
96025,278,
96026,301,
96028,449,
96030,520,
96033,624,
96034,136,
96037,438,
96038,166,
96040,543,
96042,524,
96043,533,
96044,389,
96046,509,
96049,518,
96051,216,
96055,356,
96056,245,
96059,62,
96060,121,
96062,482,
96063,390,
96064,550,
96066,338,
96067,352,
96072,621,
96073,221,
96074,608,
96077,254,
96081,58,
96082,11,
96083,33,
96084,204,
96085,150,
96086,424,
96087,123,
96090,337,
96091,149,
96095,281,
96097,302,
96103,187,
96105,451,
96106,481,
96107,588,
96108,78,
96110,329,
96111,333,
96112,319,
96113,493,
96114,225,
96115,346,
96118,556,
96120,146,
96121,348,
96123,178,
96124,308,
96125,139,
96127,235,
96129,452,
96133,327,
96134,358,
96135,366,
96136,107,
96137,564,
96138,324,
96139,175,
96140,498,
96142,307,
96143,326,
96144,537,
96146,59,
96147,445,
96148,136,
96150,97,
96152,216,
96156,62,
96158,411,
96159,558,
96162,265,
96164,525,
96166,424,
96174,53,
96175,321,
96178,412,
96180,1877,
96181,336,
96185,225,
96203,173,
96211,68,
96219,180,
96221,535,
96223,1265,
96235,629,
96245,517,
96250,53,
96252,321,
96255,126,
96258,192,
96262,223,
96266,225,
96268,224,
96272,355,
96275,146,
96279,274,
96280,442,
96281,474,
96283,308,
96286,570,
96290,430,
96295,531,
96296,202,
96301,175,
96302,310,
96305,229,
96306,301,
96307,8,
96310,549,
96312,136,
96315,428,
96316,438,
96317,166,
96318,543,
96321,524,
96323,509,
96324,10,
96327,38,
96328,261,
96331,480,
96333,195,
96335,287,
96338,630,
96340,151,
96342,200,
96343,303,
96344,11,
96345,106,
96346,147,
96348,424,
96350,199,
96351,242,
96354,365,
96355,302,
96360,468,
96362,251,
96363,255,
96367,210,
96371,604,
96372,346,
96373,435,
96378,52,
96379,182,
96380,474,
96381,3,
96382,402,
96383,48,
96384,163,
96385,117,
96389,189,
96390,461,
96391,531,
96392,202,
96396,301,
96398,453,
96400,331,
96402,543,
96403,533,
96405,589,
96406,245,
96407,396,
96409,477,
96410,482,
96414,204,
96417,424,
96418,123,
96419,342,
96422,566,
96426,18,
96428,327,
96430,169,
96431,544,
96433,136,
96438,355,
96446,587,
96448,601,
96449,225,
96456,136,
96457,524,
96458,45,
96460,411,
96462,352,
96468,148,
96469,463,
96470,496,
96473,243,
96474,392,
96478,31,
96479,516,
96481,137,
96482,251,
96485,53,
96486,255,
96487,481,
96488,588,
96490,133,
96491,322,
96495,597,
96496,34,
96497,193,
96500,385,
96502,497,
96505,300,
96506,406,
96507,412,
96508,587,
96511,26,
96512,44,
96513,159,
96514,192,
96515,271,
96516,606,
96518,329,
96522,548,
96523,409,
96526,333,
96528,601,
96529,22,
96530,372,
96531,604,
96535,230,
96536,319,
96537,157,
96539,246,
96540,346,
96541,476,
96544,224,
96546,556,
96548,152,
96549,444,
96551,305,
96553,386,
96555,581,
96558,146,
96562,274,
96563,631,
96564,442,
96567,86,
96568,168,
96571,308,
96574,429,
96575,470,
96577,169,
96578,139,
96579,479,
96580,295,
96581,340,
96584,94,
96585,377,
96586,402,
96587,582,
96591,306,
96592,235,
96593,545,
96595,48,
96597,5,
96598,163,
96602,19,
96603,92,
96604,117,
96605,227,
96606,579,
96608,554,
96609,598,
96611,154,
96615,511,
96617,461,
96618,523,
96620,531,
96621,318,
96622,462,
96623,547,
96624,202,
96625,263,
96627,231,
96629,398,
96630,505,
96631,538,
96633,175,
96634,387,
96635,423,
96637,498,
96638,594,
96639,310,
96640,485,
96641,456,
96645,326,
96646,278,
96647,301,
96648,59,
96649,445,
96651,449,
96652,39,
96654,176,
96655,380,
96656,520,
96660,549,
96662,244,
96663,624,
96664,136,
96665,453,
96666,314,
96670,273,
96672,331,
96673,438,
96674,166,
96675,543,
96676,524,
96677,533,
96678,264,
96679,63,
96680,509,
96681,10,
96682,518,
96684,45,
96686,216,
96688,261,
96691,181,
96692,249,
96693,510,
96694,576,
96695,240,
96696,2980,
96697,25,
96698,73,
96699,245,
96701,24,
96702,70,
96705,62,
96708,156,
96709,351,
96710,143,
96711,411,
96712,482,
96714,226,
96715,390,
96717,528,
96718,323,
96719,550,
96723,338,
96724,352,
96725,195,
96727,287,
96735,621,
96736,630,
96738,457,
96741,145,
96742,272,
96743,376,
96744,515,
96745,254,
96746,426,
96748,354,
96749,536,
96750,611,
96751,370,
96754,58,
96755,33,
96756,204,
96757,575,
96759,83,
96760,150,
96762,198,
96763,600,
96765,344,
96766,424,
96767,123,
96768,342,
96769,454,
96772,284,
96774,135,
96775,499,
96776,42,
96777,119,
96778,466,
96779,506,
96780,131,
96781,149,
96783,118,
96785,99,
96786,302,
96787,405,
96788,186,
96789,275,
96790,605,
96793,535,
96795,410,
96801,399,
96802,475,
96812,36,
96813,208,
96816,53,
96821,26,
96823,44,
96824,329,
96827,223,
96829,319,
96831,581,
96834,432,
96835,570,
96839,461,
96840,502,
96841,531,
96844,594,
96849,543,
96850,524,
96851,635,
96853,518,
96856,156,
96858,528,
96859,352,
96862,221,
96863,433,
96866,424,
96867,123,
96869,131,
96883,392,
96887,481,
96888,588,
96891,101,
96892,126,
96893,28,
96898,332,
96899,577,
96900,384,
96901,192,
96907,190,
96908,539,
96909,556,
96911,355,
96913,435,
96915,146,
96918,297,
96920,274,
96922,308,
96923,164,
96924,169,
96925,139,
96927,295,
96934,235,
96935,48,
96938,19,
96943,165,
96944,358,
96945,366,
96946,523,
96947,107,
96948,202,
96949,374,
96952,35,
96955,326,
96956,173,
96958,4,
96959,161,
96960,49,
96962,549,
96964,130,
96965,136,
96966,453,
96968,247,
96970,87,
96972,524,
96973,533,
96974,264,
96975,403,
96976,509,
96977,102,
96980,216,
96982,249,
96983,288,
96984,240,
96985,289,
96986,245,
96989,125,
96990,351,
96991,95,
96992,411,
96993,477,
96994,29,
96995,526,
96997,550,
96998,338,
96999,352,
97005,426,
97006,105,
97007,58,
97008,33,
97011,260,
97012,198,
97015,349,
97016,424,
97017,123,
97018,270,
97020,566,
97021,149,
97022,118,
97025,184,
97026,302,
97029,174,
97030,562,
97033,18,
97035,138,
97038,89,
97040,481,
97045,412,
97047,319,
97048,225,
97049,367,
97051,556,
97052,291,
97055,146,
97058,48,
97062,202,
97064,35,
97065,594,
97067,326,
97068,173,
97070,434,
97071,524,
97072,10,
97073,102,
97074,45,
97075,216,
97078,411,
97079,482,
97080,550,
97088,560,
97090,245,
97094,451,
97095,588,
97101,587,
97107,333,
97110,319,
97112,140,
97117,139,
97119,339,
97121,235,
97125,347,
97127,327,
97129,366,
97131,107,
97134,2947,
97136,326,
97137,537,
97138,173,
97140,59,
97143,446,
97145,331,
97147,97,
97150,216,
97151,245,
97153,62,
97155,411,
97159,622,
97164,424,
97165,123,
97166,131,
97167,529,
97169,551,
97174,601,
97178,169,
97180,306,
97181,92,
97183,61,
97184,202,
97185,549,
97190,255,
97193,192,
97198,348,
97199,178,
97202,235,
97203,452,
97204,48,
97207,366,
97208,461,
97209,374,
97211,35,
97212,437,
97213,307,
97214,173,
97215,624,
97217,543,
97218,216,
97220,245,
97223,482,
97229,33,
97231,529,
97235,521,
97236,148,
97238,31,
97243,300,
97246,271,
97247,329,
97248,409,
97250,601,
97251,604,
97252,93,
97253,476,
97254,539,
97258,146,
97262,205,
97263,308,
97264,139,
97267,402,
97268,306,
97273,461,
97274,523,
97277,552,
97278,498,
97281,23,
97283,49,
97284,176,
97285,380,
97286,549,
97288,130,
97290,343,
97291,166,
97292,543,
97293,524,
97294,533,
97295,264,
97296,509,
97298,216,
97300,181,
97301,245,
97302,591,
97304,62,
97307,477,
97308,29,
97309,528,
97310,550,
97314,195,
97315,256,
97319,151,
97321,272,
97322,58,
97323,508,
97324,260,
97325,198,
97327,424,
97328,454,
97330,284,
97332,42,
97333,566,
97334,149,
97336,118,
97338,302,
97342,174,
97343,475,
97347,89,
97348,1265,
97349,1877,
97353,235,
97363,148,
97369,368,
97370,101,
97372,210,
97373,192,
97375,103,
97376,329,
97378,601,
97379,22,
97380,604,
97382,93,
97383,157,
97384,476,
97385,185,
97386,386,
97394,474,
97397,620,
97398,48,
97399,268,
97409,549,
97411,453,
97413,543,
97414,524,
97415,533,
97416,403,
97417,509,
97421,569,
97422,216,
97425,73,
97426,245,
97427,482,
97428,528,
97429,214,
97431,550,
97432,352,
97434,611,
97435,204,
97436,575,
97437,260,
97438,147,
97439,198,
97441,424,
97443,566,
97446,302,
97449,18,
97450,134,
97451,451,
97452,78,
97462,321,
97463,368,
97464,329,
97466,372,
97467,305,
97468,163,
97473,531,
97475,278,
97476,524,
97479,121,
97480,482,
97486,337,
97490,1265,
97492,53,
97495,34,
97497,329,
97502,625,
97504,519,
97505,556,
97506,444,
97510,6,
97513,402,
97514,432,
97515,570,
97516,339,
97519,48,
97520,430,
97521,553,
97522,415,
97523,554,
97528,531,
97531,9,
97535,175,
97538,35,
97539,290,
97540,301,
97543,549,
97551,267,
97552,293,
97553,45,
97554,569,
97557,38,
97558,591,
97559,237,
97562,156,
97563,411,
97564,528,
97565,550,
97567,630,
97569,151,
97572,541,
97573,106,
97574,379,
97575,149,
97577,118,
97579,605,
97583,18,
97587,187,
97588,517,
97589,148,
97592,189,
97593,202,
97597,195,
97598,621,
97600,148,
97602,392,
97604,451,
97607,588,
97609,78,
97610,193,
97614,333,
97615,346,
97618,556,
97624,631,
97625,442,
97626,348,
97628,178,
97629,308,
97630,470,
97631,169,
97638,544,
97640,92,
97644,327,
97647,324,
97650,175,
97652,594,
97654,114,
97655,59,
97657,549,
97658,136,
97659,314,
97663,635,
97664,45,
97666,216,
97667,408,
97670,411,
97671,558,
97673,195,
97675,630,
97676,265,
97677,334,
97682,424,
97683,499,
97688,517,
97689,148,
97694,137,
97698,513,
97699,321,
97704,300,
97709,192,
97710,271,
97711,329,
97714,223,
97717,22,
97718,604,
97719,122,
97720,93,
97721,232,
97722,476,
97725,355,
97726,386,
97732,442,
97733,13,
97734,308,
97735,328,
97736,429,
97737,169,
97738,139,
97742,402,
97745,620,
97746,48,
97748,163,
97749,268,
97751,92,
97752,560,
97755,117,
97763,461,
97765,531,
97766,202,
97768,505,
97774,301,
97775,494,
97778,520,
97780,162,
97781,549,
97782,453,
97786,273,
97787,443,
97788,438,
97789,166,
97792,543,
97793,524,
97794,533,
97795,264,
97797,509,
97799,10,
97801,569,
97806,181,
97807,73,
97808,245,
97809,237,
97810,24,
97812,482,
97813,528,
97814,214,
97815,550,
97816,338,
97817,195,
97819,595,
97823,90,
97827,145,
97828,272,
97831,426,
97833,58,
97834,204,
97835,575,
97836,110,
97837,369,
97838,567,
97839,147,
97840,198,
97844,349,
97845,424,
97846,123,
97850,199,
97851,42,
97852,337,
97853,566,
97855,131,
97856,149,
97857,302,
97864,18,
97867,134,
97868,401,
97869,517,
97871,392,
97873,137,
97877,53,
97879,597,
97882,587,
97884,159,
97885,271,
97887,329,
97892,601,
97893,604,
97895,157,
97896,476,
97898,416,
97900,325,
97901,386,
97910,218,
97911,474,
97912,429,
97914,295,
97915,402,
97916,582,
97919,5,
97920,163,
97921,268,
97924,92,
97929,484,
97933,531,
97938,114,
97940,445,
97941,380,
97943,514,
97944,549,
97948,136,
97950,194,
97951,448,
97952,543,
97954,524,
97955,533,
97956,63,
97957,509,
97960,10,
97961,102,
97963,267,
97965,216,
97967,261,
97969,249,
97970,591,
97972,70,
97975,62,
97976,396,
97978,219,
97979,411,
97980,482,
97981,528,
97982,323,
97983,550,
97985,287,
97989,621,
97991,272,
97994,83,
97995,150,
97996,369,
97999,546,
98001,424,
98005,242,
98006,270,
98008,135,
98010,119,
98011,506,
98012,566,
98014,149,
98017,302,
98018,186,
98021,399,
98028,509,
98029,151,
98039,193,
98046,360,
98048,556,
98049,305,
98050,355,
98051,631,
98052,500,
98053,235,
98057,563,
98059,114,
98060,629,
98062,549,
98065,438,
98066,264,
98067,635,
98071,550,
98073,265,
98074,198,
98076,424,
98078,148,
98079,392,
98081,137,
98083,53,
98086,101,
98088,210,
98090,300,
98093,192,
98094,271,
98095,329,
98098,22,
98099,604,
98100,122,
98101,93,
98102,539,
98103,355,
98105,603,
98113,308,
98114,169,
98118,306,
98120,163,
98125,92,
98129,2910,
98131,15,
98135,531,
98138,202,
98146,494,
98149,549,
98153,343,
98155,331,
98158,543,
98160,524,
98161,533,
98163,509,
98169,261,
98172,288,
98173,394,
98174,73,
98175,245,
98176,480,
98177,95,
98178,477,
98179,482,
98180,528,
98182,550,
98185,338,
98186,352,
98187,195,
98191,90,
98194,426,
98199,204,
98200,260,
98203,349,
98204,424,
98205,242,
98206,284,
98208,42,
98209,337,
98210,566,
98214,149,
98215,118,
98216,302,
98220,134,
98221,36,
98222,208,
98226,368,
98229,412,
98230,44,
98231,192,
98232,329,
98235,601,
98237,319,
98238,346,
98243,442,
98244,474,
98248,570,
98251,48,
98252,163,
98256,531,
98259,310,
98261,229,
98264,8,
98267,520,
98269,549,
98270,331,
98271,438,
98274,543,
98277,509,
98281,45,
98282,38,
98285,62,
98287,528,
98288,352,
98289,195,
98293,414,
98297,204,
98299,424,
98301,199,
98310,593,
98313,412,
98319,319,
98320,225,
98326,235,
98333,175,
98335,229,
98336,8,
98341,331,
98343,509,
98345,38,
98346,482,
98349,622,
98353,30,
98355,551,
98358,187,
98362,549,
98368,46,
98370,602,
98371,476,
98372,165,
98375,17,
98376,445,
98377,550,
98379,148,
98380,133,
98383,26,
98384,192,
98386,604,
98387,319,
98389,416,
98390,429,
98393,432,
98397,92,
98401,461,
98402,531,
98403,202,
98407,310,
98409,445,
98410,39,
98411,549,
98415,518,
98417,364,
98426,376,
98427,123,
98428,499,
98429,506,
98431,302,
98435,588,
98436,412,
98440,146,
98442,415,
98445,531,
98448,583,
98451,549,
98454,331,
98456,216,
98459,482,
98460,29,
98464,33,
98465,123,
98470,180,
98477,327,
98478,498,
98479,173,
98480,238,
98481,524,
98482,293,
98485,123,
98487,588,
98488,593,
98492,121,
98493,390,
98494,550,
98495,108,
98496,501,
98497,132,
98499,117,
98502,390,
98504,546,
98507,516,
98508,137,
98510,53,
98511,255,
98512,321,
98513,368,
98521,329,
98522,336,
98524,548,
98525,604,
98527,355,
98533,283,
98535,292,
98536,48,
98537,163,
98544,262,
98545,563,
98547,531,
98548,202,
98555,229,
98556,278,
98558,445,
98560,23,
98563,273,
98564,343,
98566,331,
98568,543,
98570,524,
98571,509,
98576,73,
98577,245,
98580,482,
98581,550,
98583,352,
98584,195,
98586,621,
98587,608,
98589,58,
98590,508,
98591,541,
98593,349,
98594,424,
98595,199,
98596,284,
98597,42,
98598,337,
98599,571,
98600,302,
98607,475,
98609,36,
98617,202,
98621,62,
98627,517,
98628,53,
98629,225,
98633,474,
98635,590,
98636,173,
98638,524,
98640,352,
98645,149,
98648,392,
98650,53,
98651,368,
98654,329,
98655,601,
98656,319,
98657,305,
98660,474,
98661,308,
98664,48,
98665,163,
98666,92,
98667,117,
98669,438,
98671,509,
98673,195,
98676,522,
98680,284,
98684,623,
98686,53,
98687,255,
98688,481,
98689,588,
98693,300,
98701,319,
98705,444,
98706,291,
98708,435,
98711,146,
98715,442,
98716,348,
98717,308,
98719,40,
98721,169,
98723,339,
98727,544,
98729,279,
98731,425,
98735,327,
98739,366,
98740,461,
98742,107,
98745,35,
98746,437,
98747,456,
98749,307,
98750,326,
98752,173,
98753,220,
98754,494,
98755,59,
98756,445,
98761,238,
98762,624,
98764,453,
98767,264,
98771,216,
98773,181,
98774,240,
98775,245,
98776,591,
98779,411,
98780,482,
98781,558,
98785,352,
98788,414,
98790,33,
98791,150,
98793,198,
98794,344,
98795,424,
98798,199,
98799,284,
98800,149,
98804,66,
98806,67,
98808,36,
98809,148,
98810,392,
98813,101,
98814,210,
98818,223,
98821,22,
98822,93,
98825,474,
98828,163,
98829,117,
98832,531,
98834,202,
98838,494,
98841,549,
98843,166,
98845,524,
98846,533,
98853,608,
98854,204,
98855,424,
98858,199,
98859,149,
98860,302,
98861,282,
98865,134,
98871,588,
98876,300,
98879,333,
98880,225,
98882,146,
98887,169,
98888,340,
98891,120,
98895,48,
98901,327,
98904,366,
98907,461,
98910,88,
98912,107,
98913,564,
98915,35,
98917,307,
98918,537,
98919,173,
98920,450,
98923,549,
98924,238,
98925,453,
98926,314,
98929,97,
98931,524,
98932,509,
98934,216,
98936,245,
98937,591,
98940,62,
98941,396,
98944,482,
98945,558,
98946,550,
98950,622,
98952,334,
98955,188,
98957,33,
98960,424,
98962,123,
98963,466,
98964,2,
98965,131,
98967,67,
98968,407,
98969,148,
98973,451,
98975,255,
98976,588,
98978,613,
98979,193,
98980,530,
98982,300,
98983,412,
98987,26,
98988,329,
98990,388,
98993,285,
98995,230,
98996,319,
98998,360,
99000,444,
99002,291,
99006,146,
99012,169,
99015,339,
99016,235,
99020,266,
99021,560,
99022,309,
99024,347,
99025,447,
99026,366,
99027,179,
99028,461,
99029,88,
99032,35,
99033,610,
99035,229,
99036,326,
99037,220,
99038,59,
99039,161,
99041,549,
99042,453,
99044,314,
99046,331,
99048,264,
99049,312,
99050,509,
99053,293,
99057,576,
99059,2980,
99062,396,
99064,411,
99066,558,
99067,550,
99069,352,
99070,630,
99072,105,
99074,204,
99075,150,
99076,317,
99077,424,
99078,499,
99079,2,
99080,131,
99081,118,
99089,148,
99090,463,
99092,31,
99094,78,
99096,115,
99099,44,
99100,271,
99102,1877,
99103,329,
99104,333,
99106,128,
99107,157,
99108,190,
99109,476,
99111,556,
99113,363,
99115,13,
99117,470,
99119,57,
99121,48,
99122,544,
99125,92,
99126,117,
99130,175,
99131,549,
99132,438,
99135,10,
99136,50,
99137,216,
99138,288,
99139,245,
99141,411,
99145,265,
99146,109,
99148,612,
99150,204,
99152,567,
99153,546,
99155,284,
99156,499,
99157,66,
99158,67,
99160,517,
99163,588,
99165,193,
99168,388,
99169,140,
99171,146,
99174,40,
99181,461,
99185,173,
99187,161,
99188,23,
99190,549,
99191,391,
99192,166,
99198,558,
99205,424,
99206,123,
99208,521,
99210,137,
99212,53,
99216,34,
99217,126,
99220,412,
99223,26,
99225,253,
99226,329,
99227,223,
99228,601,
99229,604,
99230,319,
99231,157,
99232,225,
99233,346,
99237,556,
99241,146,
99244,442,
99245,218,
99246,16,
99250,295,
99253,402,
99255,545,
99257,268,
99260,598,
99263,154,
99265,43,
99269,531,
99270,202,
99273,498,
99275,594,
99277,114,
99278,59,
99279,445,
99281,176,
99282,520,
99284,549,
99286,136,
99288,343,
99290,331,
99291,524,
99292,264,
99293,102,
99294,45,
99295,216,
99297,249,
99300,62,
99301,411,
99302,482,
99307,338,
99308,352,
99309,492,
99310,195,
99312,287,
99318,382,
99319,630,
99321,151,
99324,272,
99326,354,
99327,83,
99328,150,
99329,567,
99331,600,
99332,424,
99333,123,
99334,454,
99337,506,
99338,566,
99340,149,
99343,302,
99348,144,
99349,104,
99350,36,
99351,517,
99352,148,
99353,463,
99356,1265,
99358,34,
99360,300,
99361,412,
99364,26,
99365,577,
99367,329,
99370,601,
99371,319,
99372,157,
99373,346,
99374,476,
99377,556,
99379,444,
99383,146,
99386,631,
99387,6,
99389,178,
99393,402,
99396,268,
99397,415,
99402,202,
99406,594,
99407,326,
99408,494,
99410,520,
99411,549,
99412,343,
99413,524,
99414,533,
99415,264,
99418,45,
99419,216,
99421,167,
99423,62,
99424,411,
99425,482,
99427,528,
99428,558,
99430,550,
99431,352,
99435,382,
99441,424,
99442,379,
99443,199,
99450,36,
99453,293,
99455,424,
99459,588,
99461,183,
99463,587,
99470,230,
99471,225,
99475,355,
99478,259,
99480,308,
99487,269,
99491,175,
99492,2947,
99499,524,
99502,293,
99504,2980,
99506,24,
99507,396,
99510,95,
99511,411,
99513,90,
99516,11,
99519,454,
99521,294,
99523,187,
99528,1877,
99530,225,
99534,402,
99537,590,
99539,175,
99540,173,
99541,161,
99543,293,
99548,221,
99549,151,
99551,26,
99555,92,
99557,549,
99558,533,
99562,203,
99565,623,
99566,53,
99567,613,
99568,225,
99570,146,
99575,163,
99576,299,
99579,127,
99580,498,
99581,173,
99582,1287,
99583,331,
99585,408,
99588,550,
99591,151,
99592,515,
99594,149,
99595,138,
99596,187,
99598,392,
99599,513,
99600,34,
99603,587,
99605,76,
99607,26,
99608,192,
99609,271,
99613,409,
99614,333,
99615,601,
99616,232,
99617,346,
99621,355,
99622,386,
99627,182,
99628,442,
99631,308,
99633,169,
99634,139,
99636,402,
99637,57,
99639,235,
99640,48,
99642,163,
99646,425,
99650,531,
99654,398,
99657,175,
99662,301,
99664,161,
99666,380,
99667,549,
99669,136,
99670,453,
99673,331,
99674,438,
99676,543,
99677,524,
99678,533,
99687,550,
99689,352,
99690,195,
99691,595,
99697,151,
99698,608,
99699,272,
99700,11,
99701,150,
99703,546,
99705,424,
99706,342,
99709,466,
99710,566,
99711,302,
99713,605,
99714,410,
99717,36,
99718,401,
99719,148,
99720,496,
99721,392,
99722,623,
99724,137,
99726,65,
99728,255,
99730,368,
99731,385,
99733,210,
99736,300,
99737,412,
99741,577,
99742,44,
99743,192,
99744,271,
99745,103,
99746,329,
99747,350,
99750,223,
99753,22,
99754,372,
99755,604,
99756,122,
99757,319,
99758,93,
99759,157,
99760,225,
99761,539,
99764,355,
99765,435,
99766,581,
99767,603,
99772,52,
99774,631,
99776,3,
99778,40,
99780,169,
99781,479,
99784,295,
99785,377,
99786,306,
99788,235,
99789,48,
99790,5,
99791,163,
99792,268,
99796,19,
99797,92,
99798,415,
99803,15,
99809,366,
99810,127,
99811,461,
99814,531,
99816,202,
99817,263,
99819,324,
99821,398,
99822,505,
99828,568,
99829,456,
99832,173,
99833,301,
99834,494,
99837,8,
99839,49,
99841,7,
99842,549,
99844,624,
99846,453,
99849,87,
99851,273,
99852,343,
99853,331,
99855,438,
99856,129,
99857,166,
99858,543,
99860,524,
99861,533,
99863,403,
99864,509,
99868,216,
99870,82,
99871,181,
99872,288,
99873,394,
99874,240,
99875,2980,
99876,73,
99877,245,
99879,62,
99880,351,
99881,480,
99882,143,
99883,95,
99884,477,
99885,482,
99886,29,
99887,528,
99889,550,
99892,335,
99893,338,
99894,352,
99895,195,
99897,595,
99900,457,
99902,151,
99905,272,
99907,426,
99910,33,
99911,204,
99912,575,
99915,260,
99916,567,
99917,147,
99920,349,
99921,424,
99922,123,
99923,373,
99925,199,
99926,242,
99928,42,
99929,337,
99930,149,
99932,118,
99934,571,
99935,302,
99936,282,
99937,605,
99941,252,
99943,134,
99946,36,
99947,89,
99950,392,
99951,588,
99952,321,
99955,76,
99958,253,
99959,329,
99961,493,
99962,157,
99963,225,
99964,224,
99969,259,
99973,442,
99975,474,
99979,339,
99980,235,
99985,266,
99986,5,
99990,327,
99993,35,
99997,307,
99998,173,
99999,220,
100000,301,
100002,100,
100003,161,
100005,549,
100006,238,
100007,331,
100008,391,
100010,524,
100011,533,
100012,635,
100013,293,
100019,464,
100020,550,
100021,352,
100024,414,
100025,515,
100026,536,
100027,79,
100028,131,
100036,551,
100038,74,
100039,138,
100041,617,
100042,187,
100043,393,
100044,4169,
100045,1484,
100050,333,
100053,146,
100055,169,
100056,339,
100063,35,
100064,583,
100065,326,
100067,549,
100068,314,
100070,166,
100073,424,
100074,123,
100075,270,
100080,137,
100084,271,
100085,329,
100086,319,
100087,111,
100091,631,
100097,531,
100099,614,
100100,301,
100102,629,
100104,438,
100107,411,
100108,558,
100109,550,
100110,195,
100111,60,
100112,90,
100113,75,
100116,11,
100117,204,
100118,119,
100121,184,
100123,187,
100125,588,
100128,412,
100130,332,
100131,329,
100133,333,
100134,319,
100135,493,
100137,111,
100142,432,
100145,5,
100148,41,
100150,531,
100155,35,
100156,59,
100159,446,
100160,331,
100162,509,
100163,518,
100164,267,
100165,216,
100167,62,
100169,411,
100171,323,
100172,195,
100174,382,
100175,151,
100181,131,
100184,18,
100186,187,
100187,208,
100192,30,
100193,148,
100196,53,
100199,34,
100202,192,
100205,223,
100206,409,
100208,291,
100212,570,
100214,163,
100220,531,
100223,310,
100224,229,
100226,8,
100229,331,
100232,524,
100233,509,
100235,216,
100236,38,
100237,62,
100238,156,
100239,482,
100243,203,
100244,151,
100254,199,
100262,187,
100263,148,
100267,210,
100269,26,
100270,103,
100271,223,
100272,604,
100274,603,
100280,570,
100282,48,
100283,163,
100284,560,
100288,229,
100290,549,
100291,343,
100293,331,
100295,261,
100299,550,
100300,352,
100302,204,
100303,575,
100305,147,
100310,302,
100316,1265,
100317,78,
100320,225,
100324,432,
100325,430,
100329,175,
100332,35,
100333,594,
100335,220,
100337,293,
100338,38,
100339,408,
100340,550,
100341,534,
100342,303,
100343,131,
100346,148,
100347,496,
100349,243,
100350,392,
100353,31,
100354,516,
100355,251,
100357,53,
100358,513,
100359,321,
100362,34,
100366,385,
100367,28,
100368,436,
100370,300,
100371,406,
100372,412,
100374,26,
100375,27,
100376,577,
100377,626,
100379,44,
100380,192,
100381,271,
100382,606,
100383,329,
100386,223,
100388,388,
100389,91,
100390,409,
100393,222,
100394,601,
100395,22,
100396,604,
100399,93,
100400,190,
100401,225,
100402,346,
100403,476,
100405,224,
100408,177,
100409,556,
100411,355,
100412,386,
100416,146,
100418,212,
100423,631,
100424,442,
100427,280,
100430,178,
100431,308,
100433,429,
100434,169,
100435,139,
100436,479,
100438,340,
100439,431,
100441,377,
100442,402,
100443,306,
100445,491,
100446,634,
100448,235,
100451,48,
100453,268,
100458,92,
100460,415,
100461,117,
100464,262,
100466,563,
100468,366,
100470,461,
100471,523,
100473,531,
100474,462,
100475,202,
100476,263,
100478,231,
100479,552,
100482,398,
100483,505,
100485,387,
100486,498,
100489,326,
100490,173,
100491,220,
100492,301,
100493,494,
100494,449,
100495,23,
100497,380,
100498,629,
100500,549,
100501,238,
100502,244,
100503,624,
100504,136,
100505,453,
100506,314,
100507,627,
100510,273,
100511,438,
100512,532,
100513,166,
100515,543,
100517,524,
100518,533,
100519,264,
100520,509,
100522,10,
100523,518,
100524,45,
100526,216,
100527,261,
100529,181,
100530,73,
100531,245,
100532,591,
100533,24,
100535,62,
100536,396,
100537,411,
100538,482,
100539,390,
100540,528,
100541,323,
100542,550,
100545,338,
100546,352,
100547,492,
100548,195,
100552,371,
100553,457,
100554,151,
100556,272,
100561,58,
100562,11,
100563,33,
100564,204,
100566,83,
100567,150,
100569,116,
100570,147,
100571,198,
100573,424,
100574,123,
100575,454,
100577,284,
100578,499,
100579,42,
100580,466,
100581,566,
100587,118,
